ID	NAME	SIZE	DATA TYPE	INTERPRETATION RANGE / LAYOUT
14.059	DPT_Value_Resistance	4 bytes	Float	[-3.4e38 … 3.4e38] Ω
14.060	DPT_Value_Resistivity	4 bytes	Float	[-3.4e38 … 3.4e38] Ω·m
14.061	DPT_Value_Self_Inductance	4 bytes	Float	[-3.4e38 … 3.4e38] H
14.062	DPT_Value_Solid_Angle	4 bytes	Float	[-3.4e38 … 3.4e38] sr
14.063	DPT_Value_Specific_Heat_Capacity	4 bytes	Float	[-3.4e38 … 3.4e38] J/(kg·K)
14.064	DPT_Value_Specific_Heat_Flow_Rate	4 bytes	Float	[-3.4e38 … 3.4e38] W/m²
14.065	DPT_Value_Speed	4 bytes	Float	[-3.4e38 … 3.4e38] m/s
14.066	DPT_Value_Stress	4 bytes	Float	[-3.4e38 … 3.4e38] N/m²
14.067	DPT_Value_Surface_Tension	4 bytes	Float	[-3.4e38 … 3.4e38] N/m
14.068	DPT_Value_Thermal_Conductivity	4 bytes	Float	[-3.4e38 … 3.4e38] W/(m·K)
14.069	DPT_Value_Thermal_Expansion_Coefficient	4 bytes	Float	[-3.4e38 … 3.4e38] K⁻¹
14.070	DPT_Value_Thermal_Resistance	4 bytes	Float	[-3.4e38 … 3.4e38] K/W
14.071	DPT_Value_Thermal_Resistivity	4 bytes	Float	[-3.4e38 … 3.4e38] m·K/W
14.072	DPT_Value_Absolute_Temperature	4 bytes	Float	[-3.4e38 … 3.4e38] K
14.073	DPT_Value_Temperature_Difference	4 bytes	Float	[-3.4e38 … 3.4e38] K
14.074	DPT_Value_Time_Seconds	4 bytes	Float	[-3.4e38 … 3.4e38] s
14.075	DPT_Value_Time_Difference_Seconds	4 bytes	Float	[-3.4e38 … 3.4e38] s
14.076	DPT_Value_Time_Difference_Weeks	4 bytes	Float	[-3.4e38 … 3.4e38] weeks
14.077	DPT_Value_Volume	4 bytes	Float	[-3.4e38 … 3.4e38] m³
14.078	DPT_Value_Volume_Flow	4 bytes	Float	[-3.4e38 … 3.4e38] m³/s
14.079	DPT_Value_Weight	4 bytes	Float	[-3.4e38 … 3.4e38] N
14.080	DPT_Value_Work	4 bytes	Float	[-3.4e38 … 3.4e38] J
14.1200	DPT_Volume_Flux_Meter	4 bytes	Float	[-3.4e38 … 3.4e38] m³/h
14.1201	DPT_Volume_Flux_ls	4 bytes	Float	[-3.4e38 … 3.4e38] l/s
15.000	DPT_Access_Data	4 bytes	Access data	D6D5D4D3D2D1=[0…9] each; E,P,D={0,1}; Index=[0…15]
16.000	DPT_String_ASCII	14 bytes	String	14 chars, [0 … 127] each (ASCII), null-padded
16.001	DPT_String_8859_1	14 bytes	String	14 chars, [0 … 255] each (ISO 8859-1), null-padded
17.001	DPT_SceneNumber	1 byte	Unsigned	[0 … 63] (scene number)
18.001	DPT_SceneControl	1 byte	Bitfield	bit7: 0=activate/1=learn; scene=[0…63]
19.001	DPT_DateTime	8 bytes	DateTime	Year=[1900…2155]; Month=[1…12]; Day=[1…31]; Hour=[0…23]; Min=[0…59]
20.001	DPT_SCLOMode	1 byte	Enum	{0=auto, 1=comfort, 2=standby}
20.002	DPT_BuildingMode	1 byte	Enum	{0=in use, 1=not in use, 2=protection}
20.003	DPT_OccMode	1 byte	Enum	{0=occupied, 1=standby, 2=not occupied, 3=protection}
20.004	DPT_Priority	1 byte	Enum	{0=highest, 1=high, 2=medium, 3=lowest}
20.005	DPT_LightApplicationMode	1 byte	Enum	{0=normal, 1=presence, 2=night round}
20.006	DPT_ArticleNo	1 byte	Enum	[0 … 255] article number
20.007	DPT_PIControllerMode	1 byte	Enum	{0=PI, 1=PID, 2=PD, 3=P-only, 4=manual}
20.008	DPT_WarpingMode	1 byte	Enum	{0=neither, 1=heat only, 2=cool only, 3=both}
20.010	DPT_MediumType	1 byte	Enum	{0=TP, 1=PL110, 2=RF, 3=KNX IP}
20.011	DPT_ErrorClass_System	1 byte	Enum	[0 to 18] ErrorClass_System
20.012	DPT_ErrorClass_HVAC	1 byte	Enum	[0 to 4] AlarmClass_HVAC
20.013	DPT_Time_Delay	1 byte	Enum	[0 to 25] TimeDelay steps
20.014	DPT_Beaufort_Wind_Force_Scale	1 byte	Enum	[0 to 12] Wind Force Scale
20.017	DPT_SensorSelect	1 byte	Enum	[0 to 4] SensorSelect register
20.020	DPT_ActuatorConnectType	1 byte	Enum	{0=direct, 1=via auxiliary control, 2=via system module}
20.021	DPT_Cloud_Cover	1 byte	Enum	{0=clear, 1=fair, 2=partly cloudy, 3=cloudy, 4=overcast}
20.022	DPT_PowerReturnMode	1 byte	Enum	{0=no action, 1=mode active after power return, 2=synchronized}
20.100	DPT_FuelType	1 byte	Enum	{0=oil, 1=gas, 2=coal/wood, 3=electrical, 4=district heating, 5=solar}
20.101	DPT_BurnerType	1 byte	Enum	{0=1-stage burner, 1=2-stage burner, 2=modulating burner}
20.102	DPT_HVACMode	1 byte	Enum	{0=auto, 1=comfort, 2=standby, 3=economy, 4=protection}
20.103	DPT_DHWMode	1 byte	Enum	{0=auto, 1=legionella protection, 2=normal DHW, 3=reduced DHW, 4=off}
20.104	DPT_LoadPriority	1 byte	Enum	{0=none, 1=DHW load priority, 2=heating load priority, 3=both}
20.105	DPT_HVACContrMode	1 byte	Enum	{0=auto, 1=heating, 2=warmup, 3=cooling, 4=cooldown, 5=night, 6=off}
20.106	DPT_HVACEmergMode	1 byte	Enum	{0=normal, 1=emergency heat, 2=emergency cool, 3=shutoff/alarm}
20.107	DPT_ChangeoverMode	1 byte	Enum	{0=auto, 1=cooling-only, 2=heating-only, 3=changeover}
20.108	DPT_ValveMode	1 byte	Enum	{0=normal operation, 1=open ventilation, 2=closed, 3=safety state}
20.109	DPT_DamperMode	1 byte	Enum	{0=normal, 1=fully open, 2=fully closed, 3=ventilation position}
20.110	DPT_HeaterMode	1 byte	Enum	{0=comfort heater, 1=eco heater, 2=night setback}
20.111	DPT_FanMode	1 byte	Enum	{0=auto fan, 1=continuous speed, 2=off, 3=manual speed override}
20.112	DPT_MasterSlaveMode	1 byte	Enum	{0=independent master, 1=cooperating slave}
20.113	DPT_StatusRoomSetp	1 byte	Enum	{0=no setpoint offset, 1=setpoint offset active}
20.114	DPT_MeteringDeviceType	1 byte	Enum	{0=water meter, 1=electricity meter, 2=gas meter, 3=heat meter, 4-15=generic}
20.115	DPT_HumDehumMode	1 byte	Enum	{0=controlled humidity, 1=humidification, 2=dehumidification, 3=off}
20.120	DPT_ADAType	1 byte	Enum	{0=adaptive control off, 1=adaptive PI, 2=fully adaptive learning}
20.121	DPT_BackupMode	1 byte	Enum	{0=no backup system, 1=standby reserve backup active}
20.122	DPT_StartSynchronization	1 byte	Enum	{0=immediate start, 1=delayed/synchronized start}
20.600	DPT_Behaviour_Lock_Unlock	1 byte	Enum	{0=off, 1=on, 2=no change, 3=parameter, 4=memory, 5=updated, 6=before locking}
20.601	DPT_Behaviour_Bus_Power_Up_Down	1 byte	Enum	{0=off, 1=on, 2=no change, 3=parameter, 4=last (value before down)}
20.602	DPT_DALI_Fade_Time	1 byte	Enum	[0 … 15] fade duration per standard DALI specification
20.603	DPT_BlinkingMode	1 byte	Enum	{0=BlinkingDisabled, 1=WithoutAcknowledge, 2=BlinkingWithAcknowledge}
20.604	DPT_LightControlMode	1 byte	Enum	{0=automatic light control, 1=manual light control}
20.605	DPT_SwitchPBModel	1 byte	Enum	{0=one-key control, 1=two-key control, 2=toggle control}
20.606	DPT_PBAction_Lighting	1 byte	Enum	{0=toggle, 1=on, 2=off, 3=dim up, 4=dim down, 5=step up, 6=step down, 7=recall scene}
20.607	DPT_DimmPBModel	1 byte	Enum	{0=1 pushbutton dimming, 1=2 pushbutton dimming, 2=short/long click}
20.608	DPT_SwitchOnMode	1 byte	Enum	{0=last value, 1=fixed to 100%, 2=custom value, 3=day/night responsive}
20.609	DPT_LoadTypeSet	1 byte	Enum	{0=universal, 1=electronic transformer, 2=inductive, 3=LED, 4=fluorescent}
20.610	DPT_LoadTypeDetected	1 byte	Enum	{0=none detected, 1=resistive, 2=capacitive, 3=inductive, 4=fault}
20.611	DPT_Converter_Test_Control	1 byte	Enum	{0=start function test, 1=start duration test, 2=stop test, 3=reset test}
20.612	DPT_Converter_Control	1 byte	Enum	{0=normal mode, 1=inhibit mode, 2=re-light block, 3=emergency mode force}
20.613	DPT_DALI_Fade_Rate	1 byte	Enum	[1 … 15] fade rate per DALI IEC 62386
20.801	DPT_SABExceptBehaviour	1 byte	Enum	{0=up, 1=down, 2=stop, 3=stepstop, 4=slave}
20.802	DPT_SABBehaviour	1 byte	Enum	{0=no action, 1=move to top, 2=move to bottom, 3=stop blinds}
20.803	DPT_SSSBMode	1 byte	Enum	{0=automatic control, 1=manual positioning, 2=safety lockout}
20.804	DPT_BlindsControlMode	1 byte	Enum	{0=normal blind control, 1=slat adjustment only}
20.1000	DPT_CommMode	1 byte	Enum	{0=standard TP1, 1=low power RF, 2=high speed IP}
20.1001	DPT_RF_ModeSelect	1 byte	Enum	{0=RF ready state, 1=transmit only, 2=receive only, 3=biditest}
20.1002	DPT_RF_Medium	1 byte	Enum	{0=RF Multi, 1=RF Ready}
20.1003	DPT_RF_FilterSelect	1 byte	Enum	{0=bypass, 1=filter unconfigured, 2=filter dynamic, 3=block all}
20.1004	DPT_RF_MediumType	1 byte	Enum	{0=RF Ready, 1=RF Multi, 2=RF standard compatible}
20.1005	DPT_PB_Function	1 byte	Enum	{0=push-button switch, 1=shutter rocker, 2=dimmer, 3=scene}
20.1200	DPT_MBus_BreakerValState	1 byte	Enum	{0=breaker closed, 1=breaker open, 2=breaker ready to close}
20.1202	DPT_Peak_Event_status	1 byte	Enum	{0=no peak event active, 1=peak load shed active}
20.1203	DPT_Breaker_Status	1 byte	Enum	{0=off, 1=on, 2=trip local, 3=trip telecontrol}
20.1204	DPT_TIC_ContractType	1 byte	Enum	{0=blue contract, 1=unregulated contract, 2=tempo contract}
20.1205	DPT_PLC_Status	1 byte	Enum	{0=disconnected, 1=connected, 2=searching, 3=error, 4=reconnecting}
20.1206	DPT_Peak_Event_Notice	1 byte	Enum	{0=no notice, 1=pre-notice active, 2=notice active, 3=event completed}
20.1207	DPT_Peak_Event	1 byte	Enum	{0=no event, 1=peak event level 1, 2=peak event level 2, 3=critical peak shed}
20.1208	DPT_TIC_Type	1 byte	Enum	{0=historical TIC, 1=standard TIC, 2=short TIC, 3=extended TIC}
20.1209	DPT_Type_TIC_Channel	1 byte	Enum	{0=single phase, 1=three phase, 2=producer phase, 3=custom}
21.001	DPT_StatusGen	1 byte	Bitfield	bits: 0=out of service, 1=fault, 2=overridden, 3=alarm
21.002	DPT_Device_Control	1 byte	Bitfield	bit0: user-stop, bit1: auto-override, bit2: low-power, bit3-7: rsvd
21.100	DPT_HVAC_Force_Status	1 byte	Bitfield	bit0: heating force, bit1: cooling force, bit2: fan force, bit3-7: rsvd
21.101	DPT_Status_RHC	1 byte	Bitfield	bit0: heat active, bit1: cool active, bit2: pump, bit3: aux, bit4-7: rsvd
21.102	DPT_Status_SDHWC	1 byte	Bitfield	bit0: Legionella protect, bit1: DHW pump, bit2: re-heater, bit3-7: rsvd
21.103	DPT_Status_RCC	1 byte	Bitfield	bit0: zone active, bit1: eco active, bit2: window open, bit3-7: rsvd
21.104	DPT_FuelTypeSet	1 byte	Bitfield	bit0: solid, bit1: liquid, bit2: gaseous, bit3: electric, bit4: solar, bit5: heat pump
21.105	DPT_StatusRCC	1 byte	Bitfield	bit0: cooling, bit1: eco, bit2: window open, bit3: dew point control
21.106	DPT_StatusAHU	1 byte	Bitfield	bit0: intake, bit1: exhaust, bit2: bypass, bit3: filter alarm, bit4: frost alarm
21.601	DPT_LightActuatorErrorInfo	1 byte	Bitfield	bit0: ballast fault, bit1: lamp fault, bit2: short circuit, bit3: thermal overload
21.1000	DPT_RF_Info	1 byte	Bitfield	bit0: low battery, bit1: tamper alarm, bit2: supervisory fault, bit3-7: rsvd
21.1001	DPT_RF_FilterInfo	1 byte	Bitfield	bit0=DoA filtering, bit1=Serial Number filtering, bit2=Domain Address filtering
21.1002	DPT_Security_Report	1 byte	Bitfield	bit0: auth failed, bit1: replay attack, bit2: sequence error, bit3: key expired
